algorithm,volume,density,radius,points,consctruction_time,data_size,query_pairs_time,filtering_time,total_time,min_memory,max_memory,type,seed
find_neighbors_all_balls,1.9,100,1,2919219,23.75839567,23815064,9.122788906,9.052586555,42.53275919,1271.691406,2208.140625,volume,1
find_neighbors_all_balls,1.9,100,1,2919219,23.69261479,23815064,9.137827158,9.12135601,42.55103278,1271.691406,2208.140625,volume,1
find_neighbors_all_balls,2.1,100,1,3882793,31.58405805,33908624,15.04431224,16.29674411,63.82424617,1271.691406,3127.847656,volume,1
find_neighbors_all_balls,2.1,100,1,3882793,31.5810585,33908624,15.25733352,16.35269761,64.02476144,1271.824219,3127.851563,volume,1
find_neighbors_all_balls,2.1,100,1,3882793,31.65052629,33908624,14.37048173,16.09283853,63.03142929,1272.074219,3127.863281,volume,1
find_neighbors_all_balls,2.1,100,1,3882793,31.58887029,33908624,15.18905759,16.31643414,64.00978422,1272.085938,3127.855469,volume,1
find_neighbors_all_balls,2.1,100,1,3882793,31.63986468,33908624,14.27231479,16.29045057,63.12005806,1272.078125,3127.863281,volume,1
find_neighbors_all_balls,2.1,100,1,3882793,31.59387851,33908624,14.96779895,16.3819797,63.89860368,1272.085938,3127.859375,volume,1
find_neighbors_all_balls,2.1,100,1,3882793,31.78472567,33908624,15.11886048,16.25039625,64.074054,1272.082031,3127.863281,volume,1
find_neighbors_all_balls,2.1,100,1,3882793,31.61473942,33908624,15.34976673,16.18887949,64.07561898,1272.085938,3127.863281,volume,1
find_neighbors_all_balls,2.1,100,1,3882793,31.5902915,33908624,14.4692328,16.13022399,63.10335231,1272.085938,3127.863281,volume,1
find_neighbors_all_balls,2.1,100,1,3882793,31.59185052,33908624,14.31849241,16.10054374,62.93450642,1272.085938,3127.863281,volume,1
find_neighbors_all_balls,2.3,100,1,5164941,42.5658927,42915648,21.96219993,25.54097342,91.40581727,1272.085938,4360.757813,volume,1
find_neighbors_all_balls,2.3,100,1,5164941,42.38979554,42915648,21.14634871,25.61265779,90.49108315,1272.054688,4360.769531,volume,1
find_neighbors_all_balls,2.3,100,1,5164941,42.37812352,42915648,22.15591121,25.5367744,91.41888094,1272.308594,4360.789063,volume,1
find_neighbors_all_balls,2.3,100,1,5164941,42.42171478,42915648,21.4707129,25.58080244,90.81567407,1272.328125,4360.773438,volume,1
find_neighbors_all_balls,2.3,100,1,5164941,42.47919011,42915648,20.36862326,25.61178398,89.79922032,1272.3125,4360.789063,volume,1
find_neighbors_all_balls,2.3,100,1,5164941,42.36768937,42915648,22.08478856,25.42550683,91.22213173,1272.328125,4360.777344,volume,1
find_neighbors_all_balls,2.3,100,1,5164941,42.40918446,42915648,21.1607759,25.35120511,90.29531264,1272.316406,4360.789063,volume,1
find_neighbors_all_balls,2.3,100,1,5164941,42.36373019,42915648,21.06378102,25.38980937,90.17279196,1272.328125,4360.78125,volume,1
find_neighbors_all_balls,2.3,100,1,5164941,42.39181709,42915648,22.09020376,25.37974286,91.20553493,1272.320313,4360.789063,volume,1
find_neighbors_all_balls,2.3,100,1,5164941,42.41042519,42915648,21.36864305,25.35435557,90.48419857,1272.328125,4360.785156,volume,1
find_neighbors_all_balls,2.5,100,1,6512680,53.68388772,54315168,33.12577176,38.642488,127.3465502,1272.324219,5961.175781,volume,1
find_neighbors_all_balls,2.5,100,1,6512680,53.62210202,54315168,31.29759789,38.65627956,125.3013341,1272.09375,5961.195313,volume,1
find_neighbors_all_balls,2.5,100,1,6512680,53.66471648,54315168,32.46424985,38.52408338,126.5466082,1272.101563,5961.222656,volume,1
find_neighbors_all_balls,2.5,100,1,6512680,53.63700104,54315168,31.2469852,38.74696517,125.3832636,1272.128906,5961.203125,volume,1
find_neighbors_all_balls,2.5,100,1,6512680,53.92146182,54315168,31.35840392,38.40856576,125.5907667,1301.375,5961.226563,volume,1
find_neighbors_all_balls,2.5,100,1,6512680,53.66094899,54315168,31.08052754,38.05752993,124.719017,1301.398438,5961.207031,volume,1
find_neighbors_all_balls,2.5,100,1,6512680,53.63423157,54315168,30.73813629,38.43324161,124.7098939,1301.308594,5961.222656,volume,1
find_neighbors_all_balls,2.5,100,1,6512680,53.74492335,54315168,33.02117133,38.14526725,126.8238053,1272.128906,5961.210938,volume,1
find_neighbors_all_balls,2.5,100,1,6512680,53.6003809,54315168,31.26270747,38.53490448,125.1517088,1272.117188,5961.222656,volume,1
find_neighbors_all_balls,2.5,100,1,6512680,53.59569383,54315168,31.172544,38.80423784,125.3188646,1272.128906,5961.21875,volume,1
find_neighbors_all_balls,2.7,100,1,8208353,67.86313009,68742680,48.46173215,58.37666821,177.4507666,1272.125,8398.613281,volume,1
find_neighbors_all_balls,2.7,100,1,8208353,68.20177698,68742680,47.02683139,57.93140078,175.8748751,1272.046875,8398.636719,volume,1
find_neighbors_all_balls,2.7,100,1,8208353,67.96702981,68742680,48.70629549,57.98708248,177.3590302,1272.054688,8398.671875,volume,1
find_neighbors_all_balls,2.7,100,1,8208353,68.07561588,68742680,48.48596883,58.90893793,177.9831116,1272.339844,8398.640625,volume,1
find_neighbors_all_balls,2.7,100,1,8208353,68.42940307,68742680,46.46074152,58.72225213,176.1235659,1272.558594,8398.679688,volume,1
find_neighbors_all_balls,2.7,100,1,8208353,68.61032748,68742680,46.55923605,58.56407332,176.4071977,2828.335938,8473.429688,volume,1
find_neighbors_all_balls,2.7,100,1,8208353,68.15154934,68742680,47.47206736,59.10617375,177.4922521,1272.5625,8398.675781,volume,1
find_neighbors_all_balls,2.7,100,1,8208353,67.92867875,68742680,49.20853972,58.7461679,178.3781865,1272.59375,8398.648438,volume,1
find_neighbors_all_balls,2.7,100,1,8208353,67.87786269,68742680,46.66125655,58.41433644,175.6572201,1272.566406,8398.679688,volume,1
find_neighbors_all_balls,2.7,100,1,8208353,68.00511742,68742680,47.73614383,58.81802654,177.0660698,1272.597656,8398.652344,volume,1
find_neighbors_all_balls,1,100,0.5,412718,3.507904291,3617384,0.8133211136,0.5028452873,5.000026464,1272.570313,1333.957031,radius,1
find_neighbors_all_balls,1,100,0.5,412718,3.523036957,3617384,0.6985354424,0.5168619156,4.887686968,1333.957031,1333.980469,radius,1
find_neighbors_all_balls,1,100,0.5,412718,3.522732496,3617384,1.455034018,0.5063414574,5.636238337,1333.480469,1333.980469,radius,1
find_neighbors_all_balls,1,100,0.5,412718,3.512602568,3617384,0.6950638294,0.5163955688,4.886394978,1333.480469,1333.480469,radius,1
find_neighbors_all_balls,1,100,0.5,412718,3.522332191,3617384,0.6981599331,0.5161371231,4.88970685,1333.480469,1333.480469,radius,1
find_neighbors_all_balls,1,100,0.5,412718,3.515556812,3617384,1.433995247,0.5020847321,5.611310244,1333.480469,1333.480469,radius,1
find_neighbors_all_balls,1,100,0.5,412718,3.521267176,3617384,0.6968991756,0.5148749352,4.904272556,1333.480469,1333.480469,radius,1
find_neighbors_all_balls,1,100,0.5,412718,3.516376495,3617384,0.7002840042,0.5164971352,4.888237238,1333.480469,1333.480469,radius,1
find_neighbors_all_balls,1,100,0.5,412718,3.526007652,3617384,1.429682493,0.5074083805,5.616477966,1333.480469,1333.480469,radius,1
find_neighbors_all_balls,1,100,0.5,412718,3.524600029,3617384,0.70398736,0.5158190727,4.91100955,1333.480469,1333.480469,radius,1
find_neighbors_all_balls,1,100,1,389770,3.210049391,3215432,1.410330296,0.5024268627,5.277570248,1333.230469,1333.480469,radius,1
find_neighbors_all_balls,1,100,1,389770,3.18023181,3215432,0.6456739902,0.5247118473,4.524101496,1333.230469,1333.230469,radius,1
find_neighbors_all_balls,1,100,1,389770,3.185555935,3215432,0.6345665455,0.5188512802,4.494753122,1333.230469,1333.230469,radius,1
find_neighbors_all_balls,1,100,1,389770,3.180256605,3215432,1.363263369,0.5110836029,5.212622881,1333.230469,1333.230469,radius,1
find_neighbors_all_balls,1,100,1,389770,3.191482544,3215432,0.6434454918,0.5213677883,4.522225142,1333.230469,1333.230469,radius,1
find_neighbors_all_balls,1,100,1,389770,3.190647125,3215432,1.380933523,0.5047411919,5.229780674,1333.230469,1333.230469,radius,1
find_neighbors_all_balls,1,100,1,389770,3.185016155,3215432,0.6322636604,0.5239167213,4.509271622,1333.230469,1333.230469,radius,1
find_neighbors_all_balls,1,100,1,389770,3.209078789,3215432,0.6435523033,0.5202867985,4.527760267,1333.230469,1333.230469,radius,1
find_neighbors_all_balls,1,100,1,389770,3.191381931,3215432,1.386087894,0.5058968067,5.248914242,1333.230469,1333.230469,radius,1
find_neighbors_all_balls,1,100,1,389770,3.186499119,3215432,0.642772913,0.5261363983,4.521282911,1333.230469,1333.230469,radius,1
find_neighbors_all_balls,1,100,1.5,447385,3.628960848,3617384,1.603749275,0.754827261,6.155070066,1271.886719,1341.757813,radius,1
find_neighbors_all_balls,1,100,1.5,447385,3.616653204,3617384,0.8919157982,0.7678806782,5.442106724,1271.886719,1341.761719,radius,1
find_neighbors_all_balls,1,100,1.5,447385,3.608443737,3617384,0.8891470432,0.7692615986,5.435179234,1271.886719,1341.761719,radius,1
find_neighbors_all_balls,1,100,1.5,447385,3.607994795,3617384,1.626164198,0.7530276775,6.148550272,1271.886719,1341.761719,radius,1
find_neighbors_all_balls,1,100,1.5,447385,3.613517523,3617384,0.893017292,0.7653217316,5.448455811,1271.886719,1341.761719,radius,1
find_neighbors_all_balls,1,100,1.5,447385,3.613564968,3617384,1.630714893,0.743024826,6.148799658,1271.886719,1341.761719,radius,1
find_neighbors_all_balls,1,100,1.5,447385,3.616748333,3617384,0.8946037292,0.7588033676,5.445643663,1271.886719,1341.761719,radius,1
find_neighbors_all_balls,1,100,1.5,447385,3.608393431,3617384,0.8916711807,0.7678451538,5.436894178,1271.886719,1341.761719,radius,1
find_neighbors_all_balls,1,100,1.5,447385,3.614020109,3617384,1.627256393,0.757496357,6.159891605,1271.886719,1341.761719,radius,1
find_neighbors_all_balls,1,100,1.5,447385,3.612496138,3617384,0.8911139965,0.7657704353,5.449947357,1271.886719,1341.761719,radius,1
find_neighbors_all_balls,1,100,2,401323,3.267831326,3215432,1.561433792,0.7917532921,5.767219543,1271.886719,1334.835938,radius,1
find_neighbors_all_balls,1,100,2,401323,3.280944109,3215432,0.7314271927,0.8171298504,4.997228146,1334.835938,1334.929688,radius,1
find_neighbors_all_balls,1,100,2,401323,3.286961555,3215432,1.480145216,0.7970674038,5.722572803,1334.929688,1334.929688,radius,1
find_neighbors_all_balls,1,100,2,401323,3.271013737,3215432,0.7379319668,0.8032915592,4.980951309,1334.929688,1334.929688,radius,1
find_neighbors_all_balls,1,100,2,401323,3.279896259,3215432,0.7324790955,0.80814147,4.977952003,1334.929688,1334.929688,radius,1
find_neighbors_all_balls,1,100,2,401323,3.268084288,3215432,1.47059226,0.7983572483,5.693532944,1334.929688,1334.929688,radius,1
find_neighbors_all_balls,1,100,2,401323,3.271811247,3215432,0.7390010357,0.8047142029,4.982807398,1334.929688,1334.929688,radius,1
find_neighbors_all_balls,1,100,2,401323,3.276594162,3215432,0.7288892269,0.8022630215,4.964514256,1334.929688,1334.929688,radius,1
find_neighbors_all_balls,1,100,2,401323,3.269904375,3215432,1.469071388,0.7928183079,5.688092947,1334.929688,1334.929688,radius,1
find_neighbors_all_balls,1,100,2,401323,3.268737793,3215432,0.7376778126,0.8134052753,4.997355223,1334.929688,1334.929688,radius,1
find_neighbors_all_balls,1,100,2.5,400899,3.236549377,3215432,1.463167429,0.8108820915,5.663620472,1334.929688,1334.929688,radius,1
find_neighbors_all_balls,1,100,2.5,400899,3.251755953,3215432,0.7266767025,0.8392300606,4.984483719,1334.929688,1334.929688,radius,1
find_neighbors_all_balls,1,100,2.5,400899,3.254507303,3215432,1.459983826,0.8124010563,5.687046528,1334.929688,1334.929688,radius,1
find_neighbors_all_balls,1,100,2.5,400899,3.248120785,3215432,0.728399992,0.8222975731,4.963188171,1334.929688,1334.929688,radius,1
find_neighbors_all_balls,1,100,2.5,400899,3.254496813,3215432,0.7330827713,0.8407809734,4.995194912,1334.929688,1334.929688,radius,1
find_neighbors_all_balls,1,100,2.5,400899,3.245824575,3215432,1.458521128,0.8071601391,5.670013428,1334.929688,1334.929688,radius,1
find_neighbors_all_balls,1,100,2.5,400899,3.24967885,3215432,0.7348167896,0.8220458031,4.973185301,1334.929688,1334.929688,radius,1
find_neighbors_all_balls,1,100,2.5,400899,3.245573997,3215432,0.7279405594,0.8301072121,4.961636543,1334.929688,1334.929688,radius,1
find_neighbors_all_balls,1,100,2.5,400899,3.255569696,3215432,1.451432943,0.8205187321,5.693253756,1334.929688,1334.929688,radius,1
find_neighbors_all_balls,1,100,2.5,400899,3.24682045,3215432,0.7281117439,0.8323540688,4.977809429,1334.929688,1334.929688,radius,1
find_neighbors_all_balls,1,100,3,407037,3.351214647,3617384,1.511317492,0.8375182152,5.858847857,1334.929688,1334.929688,radius,1
find_neighbors_all_balls,1,100,3,407037,3.35666728,3617384,0.7443258762,0.8584814072,5.128014803,1334.929688,1334.929688,radius,1
find_neighbors_all_balls,1,100,3,407037,3.348165512,3617384,1.48389864,0.8445928097,5.837826014,1334.929688,1334.929688,radius,1
find_neighbors_all_balls,1,100,3,407037,3.359686375,3617384,0.7459969521,0.8409006596,5.126521587,1334.929688,1334.929688,radius,1
find_neighbors_all_balls,1,100,3,407037,3.342139006,3617384,0.7447340488,0.8516354561,5.10055542,1334.929688,1334.929688,radius,1
find_neighbors_all_balls,1,100,3,407037,3.35197854,3617384,1.46897316,0.8323128223,5.811528206,1334.929688,1334.929688,radius,1
find_neighbors_all_balls,1,100,3,407037,3.345587015,3617384,0.7444856167,0.8571476936,5.118352175,1334.929688,1334.929688,radius,1
find_neighbors_all_balls,1,100,3,407037,3.35579133,3617384,1.488150358,0.8374521732,5.840456247,1334.929688,1334.929688,radius,1
find_neighbors_all_balls,1,100,3,407037,3.346781731,3617384,0.7448191643,0.862660408,5.127142429,1334.929688,1334.929688,radius,1
find_neighbors_all_balls,1,100,3,407037,3.342725277,3617384,0.74416852,0.855733633,5.10272336,1334.929688,1334.929688,radius,1
find_neighbors_all_balls,1,100,3.5,413033,3.376385212,3617384,1.548973799,1.089851618,6.173213482,1334.929688,1342.894531,radius,1
find_neighbors_all_balls,1,100,3.5,413033,3.353537798,3617384,0.8651616573,1.099400043,5.493198395,1271.886719,1338.40625,radius,1
find_neighbors_all_balls,1,100,3.5,413033,3.348296165,3617384,1.603145599,1.069145203,6.18409276,1271.886719,1338.402344,radius,1
find_neighbors_all_balls,1,100,3.5,413033,3.358893394,3617384,0.8622996807,1.098940611,5.498902559,1271.886719,1338.402344,radius,1
find_neighbors_all_balls,1,100,3.5,413033,3.348870516,3617384,0.861648798,1.098033428,5.46466279,1271.886719,1338.402344,radius,1
find_neighbors_all_balls,1,100,3.5,413033,3.358608484,3617384,1.590097904,1.062917709,6.175207376,1271.886719,1338.402344,radius,1
find_neighbors_all_balls,1,100,3.5,413033,3.360641003,3617384,0.8657152653,1.097898483,5.491625309,1271.886719,1338.402344,radius,1
find_neighbors_all_balls,1,100,3.5,413033,3.351060152,3617384,1.611076593,1.083093405,6.204708576,1271.886719,1338.402344,radius,1
find_neighbors_all_balls,1,100,3.5,413033,3.363890886,3617384,0.8571031094,1.100385427,5.496755362,1271.886719,1338.40625,radius,1
find_neighbors_all_balls,1,100,3.5,413033,3.346926689,3617384,0.8664512634,1.069164991,5.446633101,1271.886719,1338.402344,radius,1
find_neighbors_all_balls,1,100,4,420959,3.41057229,3617384,1.693454266,1.362940073,6.640730381,1271.886719,1341.566406,radius,1
find_neighbors_all_balls,1,100,4,420959,3.390307426,3617384,0.9290494919,1.39829278,5.907254696,1271.886719,1341.566406,radius,1
find_neighbors_all_balls,1,100,4,420959,3.393724918,3617384,1.662548542,1.376722574,6.604102612,1271.886719,1341.566406,radius,1
find_neighbors_all_balls,1,100,4,420959,3.399343729,3617384,0.9320306778,1.38113904,5.90113306,1271.886719,1341.566406,radius,1
find_neighbors_all_balls,1,100,4,420959,3.392935753,3617384,0.9315721989,1.394017935,5.891872168,1271.886719,1341.566406,radius,1
find_neighbors_all_balls,1,100,4,420959,3.394929171,3617384,1.654801846,1.387522459,6.608259201,1271.886719,1341.566406,radius,1
find_neighbors_all_balls,1,100,4,420959,3.387379408,3617384,0.9264700413,1.343031168,5.837627172,1271.886719,1341.566406,radius,1
find_neighbors_all_balls,1,100,4,420959,3.407539845,3617384,1.676123857,1.339305878,6.594077349,1271.886719,1341.566406,radius,1
find_neighbors_all_balls,1,100,4,420959,3.39768815,3617384,0.9182391167,1.34354043,5.843597412,1271.886719,1341.566406,radius,1
find_neighbors_all_balls,1,100,4,420959,3.40004158,3617384,0.9306883812,1.37906146,5.886369705,1271.886719,1341.566406,radius,1
find_neighbors_all_balls,1,100,4.5,405327,3.282940388,3617384,1.692930222,1.782940388,6.928446531,1271.886719,1343.8125,radius,1
find_neighbors_all_balls,1,100,4.5,405327,3.276805878,3617384,0.9303724766,1.845364094,6.236721754,1271.886719,1343.8125,radius,1
find_neighbors_all_balls,1,100,4.5,405327,3.282991171,3617384,1.674777508,1.827682018,6.965662241,1271.886719,1343.8125,radius,1
find_neighbors_all_balls,1,100,4.5,405327,3.27940464,3617384,0.930880785,1.853739262,6.25180316,1271.886719,1343.8125,radius,1
find_neighbors_all_balls,1,100,4.5,405327,3.297548532,3617384,0.9303188324,1.853390217,6.256226301,1271.886719,1343.8125,radius,1
find_neighbors_all_balls,1,100,4.5,405327,3.2808218,3617384,1.659026146,1.828626394,6.940996408,1271.886719,1343.8125,radius,1
find_neighbors_all_balls,1,100,4.5,405327,3.280226707,3617384,0.9330134392,1.860978365,6.265227795,1271.886719,1343.8125,radius,1
find_neighbors_all_balls,1,100,4.5,405327,3.285130024,3617384,1.672297716,1.847570658,6.983333588,1271.886719,1343.8125,radius,1
find_neighbors_all_balls,1,100,4.5,405327,3.28228879,3617384,0.9322714806,1.792088747,6.189331532,1271.886719,1343.8125,radius,1
find_neighbors_all_balls,1,100,4.5,405327,3.28517127,3617384,0.9293920994,1.859662056,6.250875473,1271.886719,1343.8125,radius,1
find_neighbors_all_balls,1,100,5,407854,3.374017,3617384,1.805938482,3.282375813,8.650068998,1271.886719,1360.367188,radius,1
find_neighbors_all_balls,1,100,5,407854,3.36951685,3617384,1.07130003,3.406009197,8.05142951,1271.886719,1360.367188,radius,1
find_neighbors_all_balls,1,100,5,407854,3.378982306,3617384,1.812432766,3.400258064,8.782481194,1271.886719,1360.367188,radius,1
find_neighbors_all_balls,1,100,5,407854,3.373638391,3617384,1.068971395,3.413449287,8.05759263,1271.886719,1360.367188,radius,1
find_neighbors_all_balls,1,100,5,407854,3.392517805,3617384,1.069875717,3.400369167,8.060073853,1271.886719,1360.367188,radius,1
find_neighbors_all_balls,1,100,5,407854,3.366835356,3617384,1.798270702,3.306477308,8.664057016,1271.886719,1360.367188,radius,1
find_neighbors_all_balls,1,100,5,407854,3.368776798,3617384,1.070980072,3.495336771,8.125922441,1271.886719,1360.367188,radius,1
find_neighbors_all_balls,1,100,5,407854,3.361404896,3617384,1.823192835,3.393781662,8.767897129,1271.886719,1360.367188,radius,1
find_neighbors_all_balls,1,100,5,407854,3.410031557,3617384,1.072435379,3.413410902,8.08986783,1271.886719,1360.367188,radius,1
find_neighbors_all_balls,1,100,5,407854,3.356014252,3617384,1.072136641,3.409168482,8.02294898,1271.886719,1360.367188,radius,1
find_neighbors_all_balls,1,100,1,387314,3.163653612,3215432,1.429702997,0.4935650826,5.235927343,1271.636719,1328.203125,density,1
find_neighbors_all_balls,1,100,1,387314,3.17360878,3215432,0.6324784756,0.5052742958,4.474824429,1328.203125,1328.242188,density,1
find_neighbors_all_balls,1,100,1,387314,3.177717924,3215432,1.368287325,0.4954090118,5.200314283,1328.242188,1328.242188,density,1
find_neighbors_all_balls,1,100,1,387314,3.179135323,3215432,0.6337661743,0.5050895214,4.481318712,1328.242188,1328.242188,density,1
find_neighbors_all_balls,1,100,1,387314,3.192197561,3215432,0.6304969788,0.5034205914,4.478240967,1328.242188,1328.242188,density,1
find_neighbors_all_balls,1,100,1,387314,3.176644802,3215432,1.367050171,0.4930019379,5.190105915,1328.242188,1328.242188,density,1
find_neighbors_all_balls,1,100,1,387314,3.180577755,3215432,0.6285161972,0.507866621,4.477925062,1328.242188,1328.242188,density,1
find_neighbors_all_balls,1,100,1,387314,3.192789555,3215432,0.6397602558,0.5075497627,4.492961407,1328.242188,1328.242188,density,1
find_neighbors_all_balls,1,100,1,387314,3.194988489,3215432,1.359652758,0.4898469448,5.199157476,1328.242188,1328.242188,density,1
find_neighbors_all_balls,1,100,1,387314,3.177376032,3215432,0.6330456734,0.510204792,4.48568511,1328.242188,1328.242188,density,1
find_neighbors_all_balls,1,200,1,830812,6.910625219,7333640,2.432095766,1.360970736,10.91161633,1271.636719,1416.71875,density,1
find_neighbors_all_balls,1,200,1,830812,6.937785625,7333640,2.390491962,1.361690044,10.90400982,1271.636719,1416.46875,density,1
find_neighbors_all_balls,1,200,1,830812,6.908388615,7333640,2.40137434,1.38035202,10.91022325,1271.636719,1416.46875,density,1
find_neighbors_all_balls,1,200,1,830812,6.915637493,7333640,2.426254749,1.355394363,10.91286135,1271.636719,1416.46875,density,1
find_neighbors_all_balls,1,200,1,830812,6.915427923,7333640,1.647773266,1.378970146,10.15700269,1271.636719,1416.46875,density,1
find_neighbors_all_balls,1,200,1,830812,6.918960094,7333640,2.405496836,1.355515718,10.8814981,1271.636719,1416.46875,density,1
find_neighbors_all_balls,1,200,1,830812,6.913393497,7333640,2.418301582,1.354311466,10.89779735,1271.636719,1416.46875,density,1
find_neighbors_all_balls,1,200,1,830812,6.907708883,7333640,1.655569553,1.383254051,10.15715909,1271.636719,1416.46875,density,1
find_neighbors_all_balls,1,200,1,830812,6.935714006,7333640,2.383991003,1.348799944,10.87561059,1271.636719,1416.46875,density,1
find_neighbors_all_balls,1,200,1,830812,6.944185972,7333640,2.412113667,1.356117487,10.93009663,1271.636719,1416.46875,density,1
find_neighbors_all_balls,1,300,1,1231398,9.963851452,10441920,3.857858181,2.313475847,16.38530111,1271.636719,1507.058594,density,1
find_neighbors_all_balls,1,300,1,1231398,9.966283798,10441920,2.358648777,2.338708162,14.9321537,1271.636719,1507.058594,density,1
find_neighbors_all_balls,1,300,1,1231398,9.964304686,10441920,3.737229824,2.31272912,16.28172398,1271.636719,1507.058594,density,1
find_neighbors_all_balls,1,300,1,1231398,10.06609964,10441920,2.35003376,2.338456392,15.02820969,1271.636719,1507.058594,density,1
find_neighbors_all_balls,1,300,1,1231398,9.95424366,10441920,3.723789692,2.32579422,16.26469469,1271.636719,1507.058594,density,1
find_neighbors_all_balls,1,300,1,1231398,10.00509071,10441920,3.157300711,2.313103914,15.7506032,1271.636719,1507.058594,density,1
find_neighbors_all_balls,1,300,1,1231398,9.974839449,10441920,2.347647667,2.364764929,14.95626235,1271.636719,1507.058594,density,1
find_neighbors_all_balls,1,300,1,1231398,9.962613106,10441920,3.740839481,2.316047668,16.27988982,1271.636719,1507.058594,density,1
find_neighbors_all_balls,1,300,1,1231398,9.970530987,10441920,3.155629158,2.320244789,15.7184031,1271.636719,1507.058594,density,1
find_neighbors_all_balls,1,300,1,1231398,9.980326891,10441920,3.16697979,2.320162773,15.7442143,1271.636719,1507.058594,density,1
find_neighbors_all_balls,1,400,1,1655882,13.52627087,14867568,4.580625057,3.701299906,22.12948966,1271.636719,1611.824219,density,1
find_neighbors_all_balls,1,400,1,1655882,13.49825048,14867568,5.134659052,3.676620245,22.61751986,1271.636719,1611.828125,density,1
find_neighbors_all_balls,1,400,1,1655882,13.52252436,14867568,4.501665115,3.667607546,22.00586939,1271.636719,1611.828125,density,1
find_neighbors_all_balls,1,400,1,1655882,13.7109251,14867568,5.187647104,3.676478386,22.88551569,1271.636719,1611.828125,density,1
find_neighbors_all_balls,1,400,1,1655882,13.52271676,14867568,4.537302732,3.679850101,22.04990602,1271.636719,1611.828125,density,1
find_neighbors_all_balls,1,400,1,1655882,13.48269248,14867568,4.509810209,3.674585581,21.97659779,1271.636719,1611.828125,density,1
find_neighbors_all_balls,1,400,1,1655882,13.51981664,14867568,4.483721733,3.679595232,21.99353671,1271.636719,1611.828125,density,1
find_neighbors_all_balls,1,400,1,1655882,13.50160646,14867568,5.112026453,3.681001425,22.60011601,1271.636719,1611.828125,density,1
find_neighbors_all_balls,1,400,1,1655882,13.50837898,14867568,4.509664297,3.686698437,22.01605844,1271.636719,1611.828125,density,1
find_neighbors_all_balls,1,400,1,1655882,13.5033443,14867568,4.488448858,3.693427086,22.00227666,1271.636719,1611.828125,density,1
find_neighbors_all_balls,1,500,1,2054707,17.06448674,16726032,6.582189798,5.346742868,29.35017681,1271.636719,1721.070313,density,1
find_neighbors_all_balls,1,500,1,2054707,17.05750847,16726032,6.580193996,5.373682737,29.40965772,1488.957031,1736.847656,density,1
find_neighbors_all_balls,1,500,1,2054707,17.1721561,16726032,6.698246479,5.379332542,29.64725256,1570.503906,1736.847656,density,1
find_neighbors_all_balls,1,500,1,2054707,17.08587408,16726032,5.911539316,5.369480133,28.74692702,1271.636719,1721.074219,density,1
find_neighbors_all_balls,1,500,1,2054707,17.07908034,16726032,6.663846493,5.362298965,29.50194907,1473.289063,1736.847656,density,1
find_neighbors_all_balls,1,500,1,2054707,17.17936897,16726032,5.867169142,5.406693697,28.85271978,1570.503906,1736.847656,density,1
find_neighbors_all_balls,1,500,1,2054707,17.02347684,16726032,6.593120337,5.335373402,29.33533168,1271.636719,1721.074219,density,1
find_neighbors_all_balls,1,500,1,2054707,17.2396965,16726032,5.960217714,5.369041681,28.96347713,1488.960938,1736.847656,density,1
find_neighbors_all_balls,1,500,1,2054707,17.16120434,16726032,6.681108236,5.366955042,29.61290598,1570.503906,1736.847656,density,1
find_neighbors_all_balls,1,500,1,2054707,17.04384542,16726032,5.894917965,5.356965542,28.6746664,1271.636719,1721.074219,density,1
find_neighbors_all_balls,1,600,1,2596308,21.19493532,21168928,8.53710866,7.399743557,37.61327219,1271.636719,1980.808594,density,1
find_neighbors_all_balls,1,600,1,2596308,21.2071116,21168928,6.969447136,7.501039743,36.19488358,1271.835938,1980.808594,density,1
find_neighbors_all_balls,1,600,1,2596308,21.20697904,21168928,8.439666271,7.591262341,37.72935581,1272.085938,1980.8125,density,1
find_neighbors_all_balls,1,600,1,2596308,21.16011095,21168928,6.972641468,7.405570269,36.0389657,1272.085938,1980.808594,density,1
find_neighbors_all_balls,1,600,1,2596308,21.25307488,21168928,7.66036129,7.463326454,36.88356471,1272.085938,1980.808594,density,1
find_neighbors_all_balls,1,600,1,2596308,21.20752048,21168928,7.646450996,7.521154881,36.88350701,1272.085938,1980.808594,density,1
find_neighbors_all_balls,1,600,1,2596308,21.20714521,21168928,7.63227129,7.582812548,36.8961997,1272.085938,1980.8125,density,1
find_neighbors_all_balls,1,600,1,2596308,21.17496157,21168928,7.702886581,7.618536711,36.99936891,1272.085938,1980.808594,density,1
find_neighbors_all_balls,1,600,1,2596308,21.46831679,21168928,7.707506418,7.562903643,37.20561814,1291.945313,1980.8125,density,1
find_neighbors_all_balls,1,600,1,2596308,21.18602586,21168928,7.64598012,7.410341978,36.74654937,1272.085938,1980.808594,density,1
find_neighbors_all_balls,1,700,1,2907816,23.92341852,23815064,9.937204838,9.740725517,44.1446197,1272.085938,2272.484375,density,1
find_neighbors_all_balls,1,700,1,2907816,23.92685413,23815064,9.194112539,9.843405962,43.52610207,1272.050781,2272.488281,density,1
find_neighbors_all_balls,1,700,1,2907816,23.95722771,23815064,9.187235117,9.686655998,43.38115096,1272.300781,2272.488281,density,1
find_neighbors_all_balls,1,700,1,2907816,23.93139553,23815064,9.214579582,9.871589184,43.57728124,1272.300781,2272.488281,density,1
